timestamp,queue,policy,payload_size,capacity,producers,consumers,push_ops,pop_ops,warmup_ops,throughput,push_avg_ns,push_p50_ns,push_p95_ns,push_p999_ns,push_min_ns,push_max_ns,pop_avg_ns,pop_p50_ns,pop_p95_ns,pop_p999_ns,pop_min_ns,pop_max_ns
2026-05-02 20:48:36,MPMC,Try,16,256,8,8,1000000,1000000,200000,1.18925e+07,1203.06,540,2791,12965,0,16020559,1048.9,360,1711,8013,0,44008663
2026-05-02 20:48:36,MPMC,Blocking,16,256,8,8,1000000,1000000,200000,263628,60651.8,90,180,19978983,0,43913140,60248.5,90,107,19977239,0,39961051
2026-05-02 20:48:36,Mutex,Baseline,16,256,8,8,1000000,1000000,200000,2.79514e+06,2054.93,106,10640,142364,0,866949,2113.83,106,10853,154919,0,2885148
2026-05-02 20:48:36,MPMC,Try,16,256,2,2,5000000,5000000,200000,1.81976e+07,188.766,107,532,2234,0,347397,185.365,107,532,2128,0,342716
2026-05-02 20:48:36,MPMC,Blocking,16,256,2,2,5000000,5000000,200000,3.92698e+07,77.1584,98,107,213,0,287084,75.336,98,107,213,0,259879
2026-05-02 20:48:36,Mutex,Baseline,16,256,2,2,5000000,5000000,200000,5.42157e+06,360.804,98,786,27108,0,676803,443.168,98,786,78966,0,396496
2026-05-02 20:48:36,MPMC,Try,16,256,2,4,5000000,5000000,200000,1.60617e+07,223.982,99,687,2849,0,284825,434.594,294,1375,5599,0,670616
2026-05-02 20:48:36,MPMC,Blocking,16,256,2,4,5000000,5000000,200000,3.76733e+07,76.4501,98,99,197,0,649990,185.113,196,295,393,0,665509
2026-05-02 20:48:36,Mutex,Baseline,16,256,2,4,5000000,5000000,200000,2.19539e+06,381.477,0,532,82501,0,1373734,1827.29,98,1490,231591,0,8285910
2026-05-02 20:48:36,MPMC,Try,16,256,2,8,5000000,5000000,200000,1.25967e+07,281.791,196,786,3241,0,185331,1167.96,688,3732,13848,0,746925
2026-05-02 20:48:36,MPMC,Blocking,16,256,2,8,5000000,5000000,200000,3.24352e+07,82.3679,98,99,197,0,668942,455.864,393,492,2848,0,686425
2026-05-02 20:48:36,Mutex,Baseline,16,256,2,8,5000000,5000000,200000,369321,304.257,0,491,36176,0,743099,27754.5,98,163431,1230306,0,12256348
2026-05-02 20:48:36,MPMC,Try,16,256,4,2,5000000,5000000,200000,1.40308e+07,507.667,319,1596,7128,0,171730,251.885,212,745,2980,0,145023
2026-05-02 20:48:36,MPMC,Blocking,16,256,4,2,5000000,5000000,200000,3.57781e+07,189.655,196,295,393,0,685250,83.4104,98,196,197,0,672187
2026-05-02 20:48:36,Mutex,Baseline,16,256,4,2,5000000,5000000,200000,2.50934e+06,1459.65,98,1375,186118,0,2210833,466.94,0,589,104403,0,1080961
2026-05-02 20:48:36,MPMC,Try,16,256,4,4,5000000,5000000,200000,1.29596e+07,565.015,295,1768,7268,0,727778,564.819,392,1767,6188,0,319495
2026-05-02 20:48:36,MPMC,Blocking,16,256,4,4,5000000,5000000,200000,5.60695e+07,106.201,98,197,295,0,276968,105.28,98,197,295,0,276772
